@relation valence-weka.filters.unsupervised.attribute.NumericToNominal-Rlast
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 {-1,1}

@data
8909,5114.3,0.49886,0.49886,873.98,184.85,0.66483,0.058081,0.06784,0.78263,1
8739.4,4215.8,0.49875,0.49875,775.48,176.25,0.57993,-0.032389,0.058092,0.96951,1
6749.4,4006.8,0.49904,0.49904,762.81,148.92,0.57335,-0.018185,0.054617,0.92546,-1
6145.8,4355.4,0.49917,0.49917,764.55,142.49,0.58202,-0.028456,0.053739,0.77933,-1
7874.4,2655.9,0.49922,0.49922,522.21,115.83,0.62865,-0.038764,0.046759,0.72816,-1
8675.6,4870.4,0.49904,0.49904,306.44,130.24,0.5978,-0.0025806,0.087559,0.86781,-1
8500.3,4284.7,0.49934,0.49934,427.32,103.48,0.5611,-0.014966,0.054336,0.90767,-1
5523.5,3762.9,0.49922,0.49922,556.95,136.43,0.53967,-0.0032803,0.036189,0.78068,1
6698.3,3400.2,0.49937,0.49937,599.29,110.2,0.56742,0.012087,0.03873,0.96871,1
6180,3610.7,0.49917,0.49917,568.11,122.89,0.5671,0.0070707,0.03284,0.95584,1
6692.6,3945.7,0.49937,0.49937,393.74,106.63,0.62593,0.001849,0.01445,0.9151,-1
8189.2,4293.6,0.49917,0.49917,598.75,131.39,0.56177,-0.040226,0.076019,0.9016,-1
8296.8,4952.9,0.49922,0.49922,517.33,131.95,0.56859,-0.01255,0.038992,0.90439,1
9726,4021,0.49911,0.49911,396.11,133.19,0.6473,-0.022464,0.068196,0.7458,1
4236.5,4108.4,0.49926,0.49926,370.14,132.74,0.54147,0.011743,0.051361,0.72143,1
6927.5,5441.5,0.49937,0.49937,519.96,113.89,0.60024,0.003384,0.034029,0.90995,1
5372,4603.7,0.49937,0.49937,251.97,93.778,0.58491,0.0023324,0.047652,0.68866,1
8630.4,4123.2,0.49926,0.49926,473.74,125.42,0.56188,-0.0035749,0.051463,0.96627,1
10841,5896.4,0.49937,0.49937,353.22,103.57,0.55755,-0.012477,0.051835,0.90042,1
4364.3,3816.5,0.49934,0.49934,265.77,90.354,0.57902,-0.024547,0.024829,0.65256,1
6485.7,3299.4,0.49922,0.49922,289.78,107.26,0.61395,-0.0058816,0.063095,0.91805,1
10752,3920.7,0.49911,0.49911,659.11,130.03,0.58123,-0.01085,0.055526,0.92198,-1
11639,3945.1,0.49922,0.49922,439.01,115.16,0.58227,-0.011095,0.044477,1.0493,-1
6058.9,3999.9,0.49875,0.49875,557.99,192.65,0.55969,-0.0002255,0.089119,1.0392,1
7521.1,4260.1,0.49911,0.49911,551.17,164.08,0.57022,-0.050457,0.052104,1.0204,-1
12177,6145.6,0.49926,0.49926,494.1,114.82,0.50167,-0.0012762,0.052665,0.90844,1
7015.9,3833.4,0.49937,0.49937,432.77,107.22,0.61365,0.0053342,0.066168,0.94963,1
9769.5,4954.1,0.49911,0.49911,531.9,125,0.53722,-0.0056548,0.044188,0.9426,-1
10917,4613.7,0.49937,0.49937,483.73,104.5,0.54063,-0.020216,0.041564,0.99482,1
10765,6240.6,0.49911,0.49911,829.4,136.64,0.48086,-0.010652,0.060669,0.86266,1
7756.9,4078.4,0.49937,0.49937,386.59,102.68,0.54454,0.017689,0.041148,0.89809,1
5144.9,2708.3,0.49937,0.49937,334.17,86.952,0.62862,-0.021557,0.02712,0.68303,1
7811.8,4421.9,0.49937,0.49937,388.97,122.39,0.52754,-0.014514,0.044676,1.0382,-1
4776,3160.8,0.4993,0.4993,481.89,116.06,0.53815,0.0091753,0.05922,0.69199,-1
7034.9,3496.5,0.4993,0.4993,394.28,107.64,0.60945,-0.037901,0.054439,0.73107,-1
5360.6,4717.1,0.49886,0.49886,458.15,146.58,0.5648,0.036555,0.03651,0.79652,-1
2774.6,2639.2,0.49911,0.49911,787.04,149.25,0.42614,-0.01439,0.035996,0.94988,1
12406,5160.3,0.49896,0.49896,370.63,141.57,0.55263,-0.0034295,0.071794,0.91255,1
6654.4,8542.9,0.49937,0.49937,388.27,126.75,0.49359,-0.0052087,0.011565,0.87949,1
5035.6,3665.2,0.49886,0.49886,666.75,158.52,0.56979,0.013196,0.032717,0.56195,1
5541.6,4093.8,0.49926,0.49926,494.38,120.37,0.58196,-0.012455,0.033899,0.61047,1
7716.9,3411.6,0.4993,0.4993,506.25,112.1,0.50571,-0.043382,0.048,0.93283,1
7229.3,3581.5,0.49911,0.49911,381.08,129.89,0.50427,-0.034141,0.060009,0.89037,1
6259,3828.3,0.49937,0.49937,460.52,107.87,0.66849,0.0049687,0.025123,0.62074,1
6488.5,5382.3,0.49922,0.49922,359.48,129.03,0.61723,-0.013152,0.028238,0.82906,-1
5114.9,4155.7,0.49922,0.49922,411.89,137.85,0.51979,-0.028641,0.057679,0.80934,1
5309.2,3320.6,0.49896,0.49896,397.78,149.07,0.56451,-0.010736,0.066233,0.82772,1
8652.4,3757.7,0.49922,0.49922,293.11,118.72,0.6109,-0.016327,0.045359,0.85128,1
4088,3508,0.49937,0.49937,1088,134.36,0.5416,0.00068437,0.035974,0.91202,-1
7711.8,4378.7,0.49926,0.49926,280.9,115.87,0.63955,0.026952,0.036465,0.53045,1
6615.6,3751.6,0.49911,0.49911,307.89,132.29,0.63796,-0.042312,0.088788,0.6647,1
5571.2,3904,0.49911,0.49911,609.28,132.57,0.65623,-0.022195,0.047142,0.50794,1
10467,4570.5,0.49937,0.49937,325.2,95.833,0.57417,-0.017337,0.059748,0.877,1
6447.8,4497.2,0.49926,0.49926,483.63,122.5,0.63355,0.006481,0.04174,0.76578,1
10276,7476,0.49937,0.49937,351.88,103.4,0.57032,-0.010671,0.059393,0.93519,1
6141.7,3456.4,0.49875,0.49875,540.8,189.23,0.59194,0.031799,0.068297,0.61558,1
4997.1,3553.5,0.49911,0.49911,657.85,122.56,0.57502,0.010527,0.026593,0.7903,-1
6752.1,6938.1,0.49937,0.49937,301.38,116.36,0.56404,0.009768,0.032846,0.71616,1
6496.7,4167.1,0.49937,0.49937,273.21,98.268,0.61706,0.020287,0.037577,0.76264,-1
10837,16298,0.49934,0.49934,330.01,107.79,0.62927,-0.016001,0.044006,0.80043,-1
8720.8,4613.5,0.49934,0.49934,330.42,98.926,0.54136,-0.029112,0.049275,0.70174,1
8802.7,6197.2,0.4993,0.4993,493.72,124.08,0.54744,-0.048599,0.071233,0.83951,1
9071.8,4351.5,0.49926,0.49926,382.91,112.1,0.55983,-0.003457,0.067382,0.91682,1
7865.9,4524.6,0.49911,0.49911,349.25,136.29,0.55421,-0.020985,0.06199,0.84633,-1
6109.8,5485.7,0.49937,0.49937,802.13,140.69,0.45136,-0.02407,0.036549,0.87982,1
9679.3,3397.8,0.49937,0.49937,245.03,77.828,0.58088,-0.052671,0.036726,0.73761,1
6811,3879.9,0.49926,0.49926,506.46,132.12,0.5354,0.0051106,0.05598,0.96537,-1
8687.9,3670.6,0.49896,0.49896,421.79,140.9,0.50912,-0.032466,0.070037,0.91389,-1
7742.2,3770,0.49934,0.49934,476.34,97.765,0.54546,-0.030049,0.033511,0.90957,-1
5537.3,3110,0.49937,0.49937,421.87,109.59,0.41958,0.005828,0.054343,0.51371,1
6636,4083.4,0.49922,0.49922,302.97,109.62,0.60606,-0.0035396,0.04372,0.77304,1
6966.8,4679.6,0.49937,0.49937,459.43,108.92,0.61201,-0.013943,0.053215,0.75229,1
4976.4,5880.1,0.4993,0.4993,348.67,118.77,0.66356,-0.01479,0.047291,0.48037,1
7923.8,3350.3,0.4993,0.4993,314.49,101.27,0.66106,0.019031,0.043078,0.83946,1
7303.6,7945.2,0.49937,0.49937,717.18,149.36,0.52408,-0.011455,0.021076,0.85352,-1
11601,11476,0.49911,0.49911,494.51,156.04,0.57919,0.018899,0.090862,0.89006,-1
5305.5,3441.6,0.49934,0.49934,1182.6,143.4,0.53084,0.0096629,0.067311,0.9993,1
6900.8,6928.6,0.49937,0.49937,302.45,91.372,0.55492,0.014233,0.024581,0.59052,1
5008,2895.5,0.49937,0.49937,712.24,116.48,0.58738,-0.014281,0.043412,0.68325,1
6983.6,4865.2,0.49937,0.49937,497.64,106.08,0.59577,-0.0047886,0.032577,0.8557,-1
7401.9,5112.8,0.49937,0.49937,486.97,104.79,0.6152,-0.038348,0.026508,0.86429,-1
6150,3764.3,0.49917,0.49917,634.17,122.17,0.48681,0.0045776,0.061257,0.92218,1
5801.1,2854.6,0.49934,0.49934,284.28,91.961,0.49769,-0.018816,0.02018,0.84208,1
9085.4,7062.6,0.49934,0.49934,321.26,106.2,0.60001,0.0065466,0.058495,0.87009,1
8836.1,5072.1,0.49917,0.49917,427.61,127.96,0.5277,0.0093545,0.070125,0.91419,1
6915.4,6821.9,0.49922,0.49922,736.46,159.32,0.54687,-0.0013821,0.026335,0.92643,1
10175,7316.7,0.49937,0.49937,447.35,127.07,0.60623,-0.011527,0.07165,0.8505,-1
6320.7,3932,0.49937,0.49937,416.21,108.69,0.61246,-0.010385,0.055662,0.85713,-1
7370.6,4115.5,0.49922,0.49922,646.71,138.62,0.51779,0.0077527,0.085552,0.81483,1
9585.3,4907.1,0.49875,0.49875,544.62,174.62,0.52481,-0.014383,0.080503,0.85197,1
7772,5429.6,0.49926,0.49926,534.24,125.64,0.51991,-0.017584,0.056927,0.89869,-1
7870.7,10017,0.49875,0.49875,535.18,181.39,0.66156,-0.065842,0.04985,0.72372,-1
